Project Install Year,Contractor,County,City,Project Count by City,Project Cost,"Incentive, Dollars",Total Nameplate KW,Expected KWh Annual Production,Solicitation,Location 1
2015,SolarCity(CS),Rensselaer,Averill Park,4,198520.00,21239.00,35.46,41612.62,PON 2112,"Averill Park, NY
(42.63409401600006, -73.55337955499994)"
2012,Best Energy Power (CS),Richmond,STATEN ISLAND,9,1089911.00,347760.00,198.72,233265.48,PON 2112,"STATEN ISLAND, NY
(40.64244049200005, -74.07527883899996)"
2015,SunPower Capital LLC (E),Ulster,Wallkill,3,163368.80,30410.00,34.67,40687.64,PON 2112,"Wallkill, NY
(41.60374382500004, -74.18037623899994)"
2012,EmPower CES LLC,Queens,South Ozone Park,3,115238.24,30002.00,19.23,22570.59,PON 2112,"South Ozone Park, NY
(40.67545014500007, -73.81113937499998)"
2013,SunRun Inc. (E),Westchester,White Plains,7,207300.65,60230.00,50.24,58961.98,PON 2112,"White Plains, NY
(41.03354152700007, -73.76414785599997)"
2013,Hudson Solar(CS),Saratoga,Ballston Spa,3,140193.00,41593.00,28.55,33507.26,PON 2112,"Ballston Spa, NY
(43.00241061100007, -73.85151562699997)"
2015,SolarCity(CS),Orange,Pine Bush,3,159600.00,20020.00,28.50,33454.44,PON 2112,"Pine Bush, NY
(41.61103040000006, -74.30076699999995)"
2014,Sea Bright Solar LLC,Richmond,Staten Island,17,717080.96,162195.00,140.71,165183.91,PON 2112,"Staten Island, NY
(40.64244049200005, -74.07527883899996)"
2013,SolarCity(CS),Orange,Middletown,8,279885.50,63220.00,55.08,64643.37,PON 2112,"Middletown, NY
(41.44556423600005, -74.42247814699994)"
2014,Solar Liberty Energy Systems Inc. (CS),Broome,Binghamton,5,1529850.00,365605.00,246.42,289257.64,PON 2112,"Binghamton, NY
(42.098693006000076, -75.91135797999993)"
2012,Endless Mountain Solar Services,Putnam,Cold Spring,3,81287.00,21225.00,14.65,17196.76,PON 2112,"Cold Spring, NY
(41.41823179800008, -73.95766666799994)"
2013,SolarCity(CS),Ulster,Highland,5,189055.00,47553.00,37.56,44077.69,PON 2112,"Highland, NY
(41.72125374400008, -73.96079647199997)"
2015,Sungevity Development LLC (E),Schenectady,Schenectady,6,154273.90,36269.00,43.67,51261.59,PON 2112,"Schenectady, NY
(42.81225278100004, -73.94101735499999)"
2013,Sea Bright Solar LLC,Richmond,Staten Island,5,228954.00,58807.00,46.62,54718.55,PON 2112,"Staten Island, NY
(40.64244049200005, -74.07527883899996)"
2014,SolarCity(CS),Schenectady,Delanson,12,484340.00,74789.00,88.31,103650.07,PON 2112,"Delanson, NY
(42.74899428300006, -74.18578670999995)"
2015,SunPower Capital LLC (E),Queens,Howard Beach,12,599991.61,99014.00,115.76,135881.37,PON 2112,"Howard Beach, NY
(40.65483078200003, -73.84601624099997)"
2015,SolarCity(CS),Rockland,Pomona,3,114800.00,12207.00,20.50,24063.72,PON 2112,"Pomona, NY
(41.18338089900004, -74.05649556799995)"
2014,SolarCity(CS),Montgomery,Fonda,6,304020.00,55840.00,57.46,67437.11,PON 2112,"Fonda, NY
(42.95445436500006, -74.37570891499996)"
2015,SunRun Inc. (E),Rockland,New City,8,225268.68,38237.00,64.84,76105.92,PON 2112,"New City, NY
(41.148281747000055, -74.00979746799999)"
2015,NRG Residential Solar Solutions LLC (E)(CS),Dutchess,Poughkeepsie,16,503012.26,121578.00,143.87,168845.16,PON 2112,"Poughkeepsie, NY
(41.70671171300006, -73.92936950399996)"
2015,OnForce Solar Inc. (SS),Richmond,Staten Island,17,473436.51,103016.00,109.76,128821.90,PON 2112,"Staten Island, NY
(40.64244049200005, -74.07527883899996)"
2015,SunPower Capital LLC (E),Rockland,Sloatsburg,4,192570.00,36559.00,38.92,45677.64,PON 2112,"Sloatsburg, NY
(41.15926273600007, -74.19169954999995)"
2014,Direct Energy Solar (E) (CS),Schenectady,Schenectady,4,129713.50,32830.00,32.83,38537.16,PON 2112,"Schenectady, NY
(42.81225278100004, -73.94101735499999)"
2013,SolarCity(CS),Ulster,Wallkill,4,163887.00,32625.00,32.35,37967.86,PON 2112,"Wallkill, NY
(41.60374382500004, -74.18037623899994)"
2015,SolarCity(CS),Orange,New Windsor,23,986741.00,115581.00,176.89,207605.36,PON 2112,"New Windsor, NY
(41.47737353800005, -74.02278793399995)"
2012,Mercury Solar (currently doing business as RGS Energy),Kings,Brooklyn,5,526656.18,117221.50,101.50,119138.89,PON 2112,"Brooklyn, NY
(42.43316414800006, -78.74751623799995)"
2013,Renovus Energy Inc. (E) (CS),Tompkins,Trumansburg,3,97607.96,24823.00,17.66,20727.67,PON 2112,"Trumansburg, NY
(42.54209377900003, -76.66447598999997)"
2014,ETM Solar Works,Tioga,Owego,7,228061.00,59474.00,58.58,68750.65,PON 2112,"Owego, NY
(42.10270306700005, -76.26213611299994)"
2012,SunRun Inc. (E),Westchester,Portchester,3,76864.80,23700.00,14.16,16621.57,PON 2112,"Portchester, NY
(41.001060918000064, -73.66618587599999)"
2015,SolarCity(CS),Albany,Cohoes,11,336802.62,43299.00,66.64,78183.61,PON 2112,"Cohoes, NY
(42.77465067400004, -73.70008912299994)"
2013,SolarCity(CS),Rensselaer,Wynantskill,4,133917.00,24356.00,26.46,31059.80,PON 2112,"Wynantskill, NY
(42.69377369000006, -73.63512790499993)"
2014,Sungevity Development LLC (E),Herkimer,Little Falls,5,157858.70,34855.00,35.49,41653.71,PON 2112,"Little Falls, NY
(43.04079072300004, -74.85883686099999)"
2015,SolarCity(CS),Westchester,Scarsdale,3,214592.00,25230.00,38.32,44981.55,PON 2112,"Scarsdale, NY
(40.98823049900005, -73.79680629499995)"
2014,NRG Residential Solar Solutions LLC (E)(CS),Ulster,New Paltz,3,73719.00,18773.00,19.81,23247.90,PON 2112,"New Paltz, NY
(41.74611434700006, -74.07845754599998)"
2014,SunPower Capital LLC (E),Kings,Brooklyn,4,141334.00,31645.00,26.03,30549.18,PON 2112,"Brooklyn, NY
(42.43316414800006, -78.74751623799995)"
2014,SunRun Inc. (E),Orange,Montgomery,3,139843.00,35458.00,37.25,43725.54,PON 2112,"Montgomery, NY
(41.52723256200005, -74.23719729899994)"
2015,SolarCity(CS),Orange,Highland Mills,22,1035916.00,103594.00,185.02,217142.79,PON 2112,"Highland Mills, NY
(41.34664197500007, -74.12711621999995)"
2013,SolarCity(CS),Dutchess,Wappingers Falls,6,237385.38,51398.00,47.34,55569.58,PON 2112,"Wappingers Falls, NY
(41.596950727000035, -73.91324923499997)"
2014,SunRun Inc. (E),Bronx,Bronx,3,49027.00,11475.00,11.48,13469.82,PON 2112,"Bronx, NY
(40.82600083600005, -73.92308766699995)"
2012,Ross Solar Group LLC (CS),Bronx,Bronx,3,1049809.82,237692.00,136.21,159891.10,PON 2112,"Bronx, NY
(40.82600083600005, -73.92308766699995)"
2015,SunRun Inc. (E),Orange,Westtown,4,124503.18,29662.00,35.69,41894.35,PON 2112,"Westtown, NY
(41.33460289900006, -74.54272664399997)"
2014,Solar Liberty Energy Systems Inc. (CS),Tompkins,Freeville,12,299495.00,89443.00,70.26,82464.61,PON 2112,"Freeville, NY
(42.512774094000065, -76.34385778799998)"
2014,SunRun Inc. (E),Orange,Warwick,8,266529.50,66509.00,67.36,79069.86,PON 2112,"Warwick, NY
(41.258411729000045, -74.35830827099994)"
2011,Hudson Valley Clean Energy,Dutchess,Red Hook,6,390389.00,94605.00,57.27,67225.82,PON 2112,"Red Hook, NY
(41.993893471000035, -73.87667854099993)"
2015,SunRun Inc. (E),Westchester,New Rochelle,5,158926.48,40826.00,41.90,49172.16,PON 2112,"New Rochelle, NY
(40.91970379300005, -73.78679892399998)"
2015,SunRun Inc. (E),Westchester,Cortlandt Manor,3,82528.00,15972.00,20.59,24169.37,PON 2112,"Cortlandt Manor, NY
(41.27436306100003, -73.89437704999995)"
2011,O'Connell Electric Company(CS),Monroe,Rochester,3,93475.46,25956.00,14.97,17574.73,PON 2112,"Rochester, NY
(43.155802133000066, -77.61631877899998)"
2012,Hayes Electric,Tompkins,Ithaca,4,233283.16,90160.00,51.52,60476.24,PON 2112,"Ithaca, NY
(42.44051296300006, -76.49545767599994)"
2014,Kilowatt Systems LLC,Orange,Newburgh,6,213231.84,50953.00,59.50,69843.48,PON 2112,"Newburgh, NY
(41.49994013700007, -74.01022870499997)"
2015,SunRun Inc. (E),Westchester,Yonkers,13,404012.01,84995.00,106.78,125342.62,PON 2112,"Yonkers, NY
(40.932992123000076, -73.89873832499995)"
2013,Solar Liberty Energy Systems Inc. (CS),Tompkins,Ithaca,14,1472172.50,408465.00,248.87,292133.53,PON 2112,"Ithaca, NY
(42.44051296300006, -76.49545767599994)"
2011,Hudson Valley Clean Energy,Dutchess,Clinton Corners,4,324788.00,83090.00,47.84,56156.50,PON 2112,"Clinton Corners, NY
(41.82938314100005, -73.76209836799995)"
2015,NRG Residential Solar Solutions LLC (E)(CS),Kings,Brooklyn,9,176298.00,36113.00,38.05,44658.74,PON 2112,"Brooklyn, NY
(42.43316414800006, -78.74751623799995)"
2014,SolarCity(CS),Rensselaer,Valley Falls,3,128718.00,24030.00,24.03,28207.37,PON 2112,"Valley Falls, NY
(42.90345278400008, -73.56249777699998)"
2015,SolarCity(CS),Albany,Altamont,14,715651.55,94689.00,127.82,150010.87,PON 2112,"Altamont, NY
(42.706003933000034, -74.03279974999998)"
2015,NRG Residential Solar Solutions LLC (E)(CS),Orange,Washingtonville,3,78029.20,18267.00,19.97,23429.85,PON 2112,"Washingtonville, NY
(41.42558061400007, -74.17023994099998)"
2014,SunPower Capital LLC (E),Ulster,Wallkill,3,120299.65,31277.00,24.86,29172.27,PON 2112,"Wallkill, NY
(41.60374382500004, -74.18037623899994)"
2014,Atlantean Solar LLC,Orange,Newburgh,3,432266.00,125408.00,127.80,150016.75,PON 2112,"Newburgh, NY
(41.49994013700007, -74.01022870499997)"
2014,SolarCity(CS),Westchester,Mount Kisco,4,190066.00,23604.00,36.59,42950.80,PON 2112,"Mount Kisco, NY
(41.20674328700005, -73.72664800099994)"
2015,Direct Energy Solar (E) (CS),Albany,Albany,4,129501.00,27381.00,34.45,40432.92,PON 2112,"Albany, NY
(42.65155245500006, -73.75520746399997)"
2012,Best Energy Power (CS),New York,NEW YORK,20,1336628.46,361440.00,205.68,241435.41,PON 2112,"NEW YORK, NY
(40.71455046700004, -74.00711668399998)"
2014,CNY Solar Inc.(CS),Oneida,Utica,4,74858.00,20132.00,17.34,20354.39,PON 2112,"Utica, NY
(43.095891280000046, -75.24257574399996)"
2013,SolarCity(CS),Rockland,Stony Point,3,80265.00,18737.00,15.97,18740.36,PON 2112,"Stony Point, NY
(41.24568356300006, -74.01170913799996)"
2014,SolarCity(CS),Rockland,Congers,4,104250.00,13679.00,20.86,24474.57,PON 2112,"Congers, NY
(41.151140360000056, -73.94686795499996)"
2013,Halcyon dba Halco Renewable Energy (CS),Tompkins,Ithaca,4,127202.12,39811.00,27.05,31755.89,PON 2112,"Ithaca, NY
(42.44051296300006, -76.49545767599994)"
2015,AeonSolar,Kings,Brooklyn,6,234683.50,35610.00,32.51,38161.55,PON 2112,"Brooklyn, NY
(42.43316414800006, -78.74751623799995)"
2015,SolarCity(CS),Rockland,Valley Cottage,9,424410.20,52113.00,76.71,90039.39,PON 2112,"Valley Cottage, NY
(41.11249350300005, -73.96101875999994)"
2014,Sungevity Development LLC (E),Onondaga,Baldwinsville,5,186380.65,41260.00,42.98,50445.77,PON 2112,"Baldwinsville, NY
(43.158620735000056, -76.33306796599999)"
2012,TAITEM Engineering (E) (CS),Tompkins,Ithaca,4,98130.00,30570.00,20.38,23922.85,PON 2112,"Ithaca, NY
(42.44051296300006, -76.49545767599994)"
2015,SunPower Capital LLC (E),Rockland,Suffern,3,139334.00,27926.00,28.45,33394.57,PON 2112,"Suffern, NY
(41.11484085700005, -74.14954944699997)"
2015,Trinity Heating & Air Inc. dba Trinity Solar,Kings,Brooklyn,3,578175.00,166740.00,177.90,208826.13,PON 2112,"Brooklyn, NY
(42.43316414800006, -78.74751623799995)"
2015,SolarCity(CS),Fulton,Northville,3,126644.00,9633.00,22.62,26546.39,PON 2112,"Northville, NY
(43.22692070800008, -74.16785702199996)"
2014,Sungevity Development LLC (E),Oneida,Whitesboro,3,120164.50,25590.00,26.64,31271.10,PON 2112,"Whitesboro, NY
(43.11918253600004, -75.29306606399996)"
2014,SunRun Inc. (E),Rockland,Valley Cottage,13,375867.50,90472.00,93.65,109924.25,PON 2112,"Valley Cottage, NY
(41.11249350300005, -73.96101875999994)"
2013,Solar Liberty Energy Systems Inc. (CS),Oswego,Oswego,4,1154790.00,261555.00,177.66,208544.40,PON 2112,"Oswego, NY
(43.45646338800003, -76.51118671999996)"
2012,Direct Energy Solar (E) (CS),Erie,Buffalo,4,130913.00,43375.00,29.08,34135.27,PON 2112,"Buffalo, NY
(42.88544307300003, -78.87845675099999)"
2011,Hudson Valley Clean Energy dba Adirondack Solar ,Schenectady,Schenectady,3,122825.00,39016.50,22.43,26323.36,PON 2112,"Schenectady, NY
(42.81225278100004, -73.94101735499999)"
2012,Lighthouse Solar (CS),Ulster,New Paltz,3,90369.00,29375.00,17.50,20542.20,PON 2112,"New Paltz, NY
(41.74611434700006, -74.07845754599998)"
2015,Solar Liberty Energy Systems Inc. (CS),Niagara,Lewiston,3,196540.00,54192.00,47.24,55452.20,PON 2112,"Lewiston, NY
(43.17407414300004, -79.04441639299995)"
2012,SolarCity(CS),Ulster,New Paltz,7,272829.00,66090.00,54.84,64373.38,PON 2112,"New Paltz, NY
(41.74611434700006, -74.07845754599998)"
2014,SolarCity(CS),Rensselaer,Averill Park,6,300732.00,44777.00,54.98,64531.86,PON 2112,"Averill Park, NY
(42.63409401600006, -73.55337955499994)"
2013,SunPower Capital LLC (E),Richmond,Staten Island,105,5046634.30,938461.58,965.95,1133760.36,PON 2112,"Staten Island, NY
(40.64244049200005, -74.07527883899996)"
2012,Fourth Coast Inc.,Jefferson,Alexandria,4,157243.82,49210.00,30.18,35426.49,PON 2112,"Alexandria, NY
(42.90173228100008, -78.25626591699995)"
2015,Renovus Energy Inc. (E) (CS),Tompkins,Groton,5,276331.70,63915.00,65.53,76921.73,PON 2112,"Groton, NY
(42.589254237000034, -76.36730908999994)"
2015,Trinity Heating & Air Inc. dba Trinity Solar,Richmond,Staten Island,3,63494.00,16500.00,16.62,19509.22,PON 2112,"Staten Island, NY
(40.64244049200005, -74.07527883899996)"
2011,Solar Liberty Energy Systems Inc. (CS),Monroe,Pittsford,3,91167.00,29295.00,16.74,19650.08,PON 2112,"Pittsford, NY
(43.09133439200008, -77.51665852499997)"
2015,TAITEM Engineering (E) (CS),Tompkins,Newfield,3,99486.00,19260.00,20.60,24182.28,PON 2112,"Newfield, NY
(42.358693481000046, -76.60005715199998)"
2015,SolarCity(CS),Orange,Newburgh,34,1525944.00,174983.00,272.52,319859.67,PON 2112,"Newburgh, NY
(41.49994013700007, -74.01022870499997)"
2014,Camden LLC,Oneida,Camden,3,57500.00,14000.00,14.00,16433.76,PON 2112,"Camden, NY
(43.33590368900008, -75.74740781499997)"
2015,SunPower Capital LLC (E),Rockland,Spring Valley,4,179699.00,32112.00,37.28,43758.41,PON 2112,"Spring Valley, NY
(41.12102044100004, -74.04264707399994)"
2015,SunRun Inc. (E),Westchester,Peekskill,3,64106.94,14816.00,18.52,21739.52,PON 2112,"Peekskill, NY
(41.29091012200007, -73.92205625499997)"
2012,SolarCity(CS),Albany,Albany,8,217706.00,55119.00,43.76,51367.24,PON 2112,"Albany, NY
(42.65155245500006, -73.75520746399997)"
2014,Sungevity Development LLC (E),Dutchess,Fishkill,3,106176.55,23600.00,22.97,26957.23,PON 2112,"Fishkill, NY
(41.535332709000045, -73.90290843299994)"
2014,Sungevity Development LLC (E),Oneida,Clinton,4,129038.10,29270.00,28.91,33929.84,PON 2112,"Clinton, NY
(43.04825068200006, -75.37877557199994)"
2014,NRG Residential Solar Solutions LLC (E)(CS),Queens,Jamaica,5,100847.30,22115.00,22.12,25959.48,PON 2112,"Jamaica, NY
(40.70178228900005, -73.80841857999997)"
2014,NRG Residential Solar Solutions LLC (E)(CS),Dutchess,Hyde Park,3,76659.80,20335.00,20.34,23870.04,PON 2112,"Hyde Park, NY
(42.659172461000026, -74.95880831799997)"
2013,SunRun Inc. (E),Rockland,Valley Cottage,8,205278.00,65516.50,48.24,56620.17,PON 2112,"Valley Cottage, NY
(41.11249350300005, -73.96101875999994)"
2015,Lighthouse Solar (CS),Ulster,Gardiner,3,173715.00,50013.00,51.89,60904.69,PON 2112,"Gardiner, NY
(41.679943886000046, -74.15101654199998)"
2015,SolarCity(CS),Washington,Greenwich,3,266784.00,35443.00,47.64,55921.73,PON 2112,"Greenwich, NY
(43.08742213700003, -73.49634954399994)"
2014,SolarCity(CS),Ulster,Marlboro,3,151625.00,20440.00,29.52,34645.89,PON 2112,"Marlboro, NY
(41.60441068700004, -73.97224870999997)"
2015,TAITEM Engineering (E) (CS),Tompkins,Groton,4,150577.00,34498.00,35.54,41722.96,PON 2112,"Groton, NY
(42.589254237000034, -76.36730908999994)"
2014,Fourth Coast Inc.,Jefferson,Cape Vincent,6,162324.00,46831.00,44.13,51801.55,PON 2112,"Cape Vincent, NY
(44.12816203300008, -76.33543754799996)"
2015,SolarCity(CS),Putnam,Putnam Valley,4,158334.00,16397.00,28.89,33912.24,PON 2112,"Putnam Valley, NY
(41.33696358900005, -73.87439787399995)"
2014,Go Solar / Green NY LLC,Queens,Whitestone,3,155408.00,33120.00,33.12,38877.58,PON 2112,"Whitestone, NY
(40.788412067000024, -73.81363788399995)"
2014,Lighthouse Solar (CS),Ulster,Gardiner,4,119025.00,31322.00,30.03,35250.41,PON 2112,"Gardiner, NY
(41.679943886000046, -74.15101654199998)"
2012,Edge Design and Consulting Inc.(CS),Clinton,Plattsburgh,3,197800.00,60850.00,36.72,43103.40,PON 2112,"Plattsburgh, NY
(44.69913344500003, -73.45302576399996)"
2014,ETM Solar Works,Broome,Binghamton,9,229310.00,55285.00,52.47,61592.56,PON 2112,"Binghamton, NY
(42.098693006000076, -75.91135797999993)"
2014,SolarCity(CS),Albany,Westerlo,4,155522.00,26870.00,29.62,34769.14,PON 2112,"Westerlo, NY
(42.515183688000036, -74.04216693399997)"
2014,SunRun Inc. (E),Westchester,New Rochelle,6,168607.50,43633.00,48.50,56931.24,PON 2112,"New Rochelle, NY
(40.91970379300005, -73.78679892399998)"
2015,Lighthouse Solar (CS),Ulster,Highland,3,136451.00,36020.00,38.78,45521.51,PON 2112,"Highland, NY
(41.72125374400008, -73.96079647199997)"
2014,SolarCity(CS),Albany,Ravena,3,222622.00,29546.00,41.50,48708.49,PON 2112,"Ravena, NY
(42.47181100500006, -73.81276651799999)"
2014,NRG Residential Solar Solutions LLC (E)(CS),Dutchess,Hopewell Junction,8,238788.20,57657.00,64.69,75929.84,PON 2112,"Hopewell Junction, NY
(41.575402204000056, -73.80723601199998)"
2012,SolarCity(CS),Ulster,Highland,3,100743.75,26505.00,20.25,23770.26,PON 2112,"Highland, NY
(41.72125374400008, -73.96079647199997)"
2013,Sungevity Development LLC (E),Schenectady,Schenectady,4,112075.25,24820.00,19.61,23007.26,PON 2112,"Schenectady, NY
(42.81225278100004, -73.94101735499999)"
2013,SunRun Inc. (E),Rockland,Stony Point,9,238866.00,71020.00,52.04,61086.64,PON 2112,"Stony Point, NY
(41.24568356300006, -74.01170913799996)"
2015,Sungevity Development LLC (E),Ulster,Kingston,5,173926.00,32539.00,42.45,49823.64,PON 2112,"Kingston, NY
(41.926713826000025, -73.99649580099998)"
2014,SunRun Inc. (E),Ulster,Saugerties,4,109333.90,24434.00,25.12,29480.99,PON 2112,"Saugerties, NY
(42.07778022400004, -73.95245625599995)"
2012,AeonSolar,Kings,Brooklyn,15,1727663.75,463540.00,286.28,336046.91,PON 2112,"Brooklyn, NY
(42.43316414800006, -78.74751623799995)"
2015,SolarCity(CS),Fulton,Johnstown,19,843919.98,102374.00,150.73,176897.69,PON 2112,"Johnstown, NY
(43.00655404400004, -74.36845790599995)"
2015,Sungevity Development LLC (E),Orange,Middletown,5,170882.75,32030.00,41.68,48913.91,PON 2112,"Middletown, NY
(41.44556423600005, -74.42247814699994)"
2013,SolarCity(CS),Dutchess,Tivoli,3,58028.50,12722.35,11.46,13446.34,PON 2112,"Tivoli, NY
(42.05917033700007, -73.91166654999995)"
2015,SolarCity(CS),Westchester,Hartsdale,3,98448.00,9725.00,17.58,20636.11,PON 2112,"Hartsdale, NY
(41.01227308500006, -73.79608608399997)"
2014,Sungevity Development LLC (E),Ulster,Stone Ridge,3,105244.95,24624.00,22.35,26229.45,PON 2112,"Stone Ridge, NY
(41.85102058000007, -74.14094693099997)"
2012,A-Best Energy Power,Kings,BROOKLYN,5,866433.33,232775.00,147.30,172906.63,PON 2112,"BROOKLYN, NY
(42.43316414800006, -78.74751623799995)"
2013,You Save Green,Tompkins,Ithaca,3,60399.96,21506.00,15.60,18311.90,PON 2112,"Ithaca, NY
(42.44051296300006, -76.49545767599994)"
2014,SunRun Inc. (E),Westchester,Buchanan,3,88226.00,19110.00,21.75,25531.02,PON 2112,"Buchanan, NY
(41.26097247800004, -73.93943911599996)"
2012,David Homes,Erie,Buffalo,11,1133885.08,212683.00,127.11,149200.93,PON 2112,"Buffalo, NY
(42.88544307300003, -78.87845675099999)"
2014,NRG Residential Solar Solutions LLC (E)(CS),Westchester,Ossining,3,75950.40,17485.00,17.49,20524.60,PON 2112,"Ossining, NY
(41.16338394100006, -73.86083835299996)"
2012,Monolith Solar Associates LLC(CS),Albany,Albany,6,1182137.59,399835.00,232.32,272711.21,PON 2112,"Albany, NY
(42.65155245500006, -73.75520746399997)"
2014,SolarCity(CS),Westchester,Yorktown Heights,7,294599.86,39119.00,55.69,65359.41,PON 2112,"Yorktown Heights, NY
(41.26851246100006, -73.78310895599998)"
2015,NRG Residential Solar Solutions LLC (E)(CS),Westchester,Ossining,3,58208.90,11828.00,15.18,17813.02,PON 2112,"Ossining, NY
(41.16338394100006, -73.86083835299996)"
2014,SolarCity(CS),Ulster,High Falls,4,195770.32,30088.00,35.39,41536.33,PON 2112,"High Falls, NY
(41.826511190000076, -74.12649826099994)"
2015,Hollitronics Energy Solutions,Schoharie,Middleburgh,3,101217.20,24000.00,25.56,30003.35,PON 2112,"Middleburgh, NY
(42.59777228300004, -74.33397671099993)"
2015,SolarCity(CS),Orange,Walden,4,224924.00,29196.00,40.17,47147.29,PON 2112,"Walden, NY
(41.56074013800003, -74.19114827799996)"
2013,SunPower SolarProgram I LLC,Orange,Warwick,4,175550.00,34734.00,31.40,36849.19,PON 2112,"Warwick, NY
(41.258411729000045, -74.35830827099994)"
2015,SolarCity(CS),Putnam,Patterson,3,180769.00,19111.00,33.85,39728.61,PON 2112,"Patterson, NY
(41.513530778000074, -73.60502576899995)"
2014,SolarCity(CS),Orange,Warwick,7,202925.00,30950.00,40.59,47640.30,PON 2112,"Warwick, NY
(41.258411729000045, -74.35830827099994)"
2015,Kilowatt Systems LLC,Ulster,Saugerties,3,99993.12,16656.00,26.00,30519.84,PON 2112,"Saugerties, NY
(42.07778022400004, -73.95245625599995)"
2014,Sustainable Energy Developments Inc.(CS),Monroe,Rochester,4,56433.95,19605.00,19.61,23013.14,PON 2112,"Rochester, NY
(43.155802133000066, -77.61631877899998)"
2013,Solar Generation Inc. (CS),Ulster,Saugerties,3,116000.00,32898.00,23.29,27338.74,PON 2112,"Saugerties, NY
(42.07778022400004, -73.95245625599995)"
2015,SolarCity(CS),Dutchess,Staatsburg,4,211316.00,21980.00,37.74,44294.85,PON 2112,"Staatsburg, NY
(41.85040262100006, -73.92819582799996)"
2015,Ficazzola Consulting dba SI Solar,Richmond,Staten Island,19,1131776.00,184570.00,210.39,246952.48,PON 2112,"Staten Island, NY
(40.64244049200005, -74.07527883899996)"
2015,Direct Energy Solar (E) (CS),Schenectady,Schenectady,6,196147.75,38549.00,51.99,61016.20,PON 2112,"Schenectady, NY
(42.81225278100004, -73.94101735499999)"
2014,Sungevity Development LLC (E),Onondaga,Syracuse,8,180038.60,32914.00,40.03,46988.81,PON 2112,"Syracuse, NY
(43.04999341400003, -76.14738700099997)"
2014,Ficazzola Consulting dba SI Solar,Richmond,Staten Island,12,642831.00,130800.00,131.95,154888.19,PON 2112,"Staten Island, NY
(40.64244049200005, -74.07527883899996)"
2012,Direct Energy Solar (E) (CS),Livingston,Nunda,5,188416.00,54670.00,41.33,48514.81,PON 2112,"Nunda, NY
(42.580433880000044, -77.94242747499999)"
2014,Sungevity Development LLC (E),Herkimer,Herkimer,4,239730.00,52325.00,55.25,64854.66,PON 2112,"Herkimer, NY
(43.02484383700005, -74.98347775399998)"
2012,Alternative Power Solutions of NY LLC (CS),St. Lawrence,Canton,3,96750.00,28123.00,18.05,21187.82,PON 2112,"Canton, NY
(44.59994443900007, -75.16982558099994)"
2014,Renovus Energy Inc. (E) (CS),Tompkins,Ithaca,16,760190.25,210539.00,204.84,240431.77,PON 2112,"Ithaca, NY
(42.44051296300006, -76.49545767599994)"
2015,Kilowatt Systems LLC,Rockland,Tappan,4,159031.79,23502.00,39.25,46073.22,PON 2112,"Tappan, NY
(41.02182254400003, -73.94662788499994)"
2012,Monolith Solar Associates LLC(CS),Schenectady,Schenectady,7,1315387.00,400325.00,264.99,311050.00,PON 2112,"Schenectady, NY
(42.81225278100004, -73.94101735499999)"
2015,SolarCity(CS),Schoharie,Cobleskill,5,204904.00,29325.00,36.60,42950.81,PON 2112,"Cobleskill, NY
(42.67817357300004, -74.48331816099994)"
2012,Viola Homes dba Renewable Rochester (CS),Monroe,Webster,4,278231.00,98510.00,59.32,69632.19,PON 2112,"Webster, NY
(43.217300117000036, -77.43013989099995)"
2013,Monolith Solar Associates LLC(CS),Albany,Albany,13,1984431.60,603921.00,404.14,474389.84,PON 2112,"Albany, NY
(42.65155245500006, -73.75520746399997)"
2012,Viola Homes dba Renewable Rochester (CS),Schuyler,Watkins Glen,3,287715.00,93207.00,61.84,72585.58,PON 2112,"Watkins Glen, NY
(42.380913312000075, -76.87363937699996)"
2014,SolarCity(CS),Westchester,Scarsdale,5,214200.00,25156.00,41.25,48420.90,PON 2112,"Scarsdale, NY
(40.98823049900005, -73.79680629499995)"
2014,Sungevity Development LLC (E),Oneida,Rome,12,520085.00,116975.00,116.98,137309.94,PON 2112,"Rome, NY
(43.21516171400003, -75.45335738199998)"
2015,NRG Residential Solar Solutions LLC (E)(CS),Queens,Jamaica,10,228721.40,49959.00,53.43,62683.04,PON 2112,"Jamaica, NY
(40.70178228900005, -73.80841857999997)"
2014,SunRun Inc. (E),Orange,Chester,10,289893.78,75740.00,74.93,87949.96,PON 2112,"Chester, NY
(41.36149076100003, -74.27361683799995)"
2014,SolarCity(CS),Schenectady,Duanesburg,16,744698.92,122821.00,139.13,163292.89,PON 2112,"Duanesburg, NY
(42.76076216800004, -74.13711914499999)"
2015,Fiveboro Solar,Kings,Brooklyn,3,271407.83,72438.00,57.88,67935.99,PON 2112,"Brooklyn, NY
(42.43316414800006, -78.74751623799995)"
2015,Sungevity Inc. (E),Richmond,Staten Island,5,98919.00,20865.00,22.60,26528.78,PON 2112,"Staten Island, NY
(40.64244049200005, -74.07527883899996)"
2015,SolarCity(CS),Ulster,Clintondale,4,167076.00,20284.00,29.85,35021.51,PON 2112,"Clintondale, NY
(41.69420138800007, -74.05277892599997)"
2015,SolarCity(CS),Schoharie,Schoharie,4,232848.00,22219.00,41.58,48808.27,PON 2112,"Schoharie, NY
(42.66402276800005, -74.31191692699997)"
2014,SolarCity(CS),Washington,Fort Edward,6,302410.00,52082.00,58.34,68481.82,PON 2112,"Fort Edward, NY
(43.26888409000003, -73.58657592899993)"
